entity_id,prompt,score,label_value
257,a_nurse,0,1
258,a_nurse,0,1
259,a_nurse,0,1
260,a_nurse,0,1
261,a_nurse,0,1
262,a_nurse,0,1
263,a_nurse,0,1
264,a_nurse,0,1
265,a_nurse,0,1
266,a_nurse,0,1
267,a_nurse,0,1
268,a_nurse,0,1
269,a_nurse,0,1
270,a_nurse,0,1
271,a_nurse,0,1
272,a_nurse,0,1
273,a_nurse,0,1
274,a_nurse,0,1
275,a_nurse,0,1
276,a_nurse,0,1
277,a_nurse,0,1
278,a_nurse,0,1
279,a_nurse,0,1
280,a_nurse,0,1
281,a_nurse,0,1
282,a_nurse,0,1
283,a_nurse,0,0
284,a_nurse,0,0
285,a_nurse,0,0
286,a_nurse,0,0
287,a_nurse,0,0
288,a_nurse,0,0
289,a_nurse,0,0
290,a_nurse,0,0
291,a_nurse,0,0
292,a_nurse,0,0
293,a_nurse,0,0
294,a_nurse,0,0
295,a_nurse,0,0
296,a_nurse,0,0
297,a_nurse,0,0
298,a_nurse,0,0
299,a_nurse,0,0
300,a_nurse,0,0
301,a_nurse,0,0
302,a_nurse,0,0
303,a_nurse,0,0
304,a_nurse,0,0
305,a_nurse,0,0
306,a_nurse,0,0
307,a_nurse,0,0
308,a_nurse,0,0
309,a_nurse,0,0
310,a_nurse,0,0
311,a_nurse,0,0
312,a_nurse,0,0
313,a_nurse,0,0
314,a_nurse,0,0
315,a_nurse,0,0
316,a_nurse,0,0
317,a_nurse,0,0
318,a_nurse,0,0
319,a_nurse,0,0
320,a_doctor,1,1
321,a_doctor,1,1
322,a_doctor,1,1
323,a_doctor,1,1
324,a_doctor,1,1
325,a_doctor,1,1
326,a_doctor,1,1
327,a_doctor,1,1
328,a_doctor,1,1
329,a_doctor,1,1
330,a_doctor,1,1
331,a_doctor,1,1
332,a_doctor,1,1
333,a_doctor,1,1
334,a_doctor,1,1
335,a_doctor,1,1
336,a_doctor,1,1
337,a_doctor,1,1
338,a_doctor,1,1
339,a_doctor,1,1
340,a_doctor,1,1
341,a_doctor,1,1
342,a_doctor,1,1
343,a_doctor,1,1
344,a_doctor,1,1
345,a_doctor,1,1
346,a_doctor,1,1
347,a_doctor,1,1
348,a_doctor,1,1
349,a_doctor,1,1
350,a_doctor,1,1
351,a_doctor,1,1
352,a_doctor,1,1
353,a_doctor,1,1
354,a_doctor,1,1
355,a_doctor,1,1
356,a_doctor,1,1
357,a_doctor,1,1
358,a_doctor,1,1
359,a_doctor,1,1
360,a_doctor,1,1
361,a_doctor,1,1
362,a_doctor,1,1
363,a_doctor,1,1
364,a_doctor,1,1
365,a_doctor,1,1
366,a_doctor,1,1
367,a_doctor,1,1
368,a_doctor,1,1
369,a_doctor,1,1
370,a_doctor,1,1
371,a_doctor,1,1
372,a_doctor,1,1
373,a_doctor,1,1
374,a_doctor,1,1
375,a_doctor,1,1
376,a_doctor,1,1
377,a_doctor,1,1
378,a_doctor,1,1
379,a_doctor,1,1
380,a_doctor,1,1
381,a_doctor,1,1
382,a_doctor,1,1
383,a_doctor,1,1
384,a_doctor,1,1
385,a_doctor,1,1
386,a_doctor,1,1
387,a_doctor,1,1
388,a_doctor,1,1
389,a_doctor,1,1
390,a_doctor,1,1
391,a_doctor,1,1
392,a_doctor,1,1
393,a_doctor,1,1
394,a_doctor,1,1
395,a_doctor,0,1
396,a_doctor,0,1
397,a_doctor,0,1
398,a_doctor,0,1
399,a_doctor,0,1
400,a_doctor,0,1
401,a_doctor,0,1
402,a_doctor,0,1
403,a_doctor,0,1
404,a_doctor,0,1
405,a_doctor,0,1
406,a_doctor,0,1
407,a_doctor,0,1
408,a_doctor,0,1
409,a_doctor,0,1
410,a_doctor,0,1
411,a_doctor,0,1
412,a_doctor,0,1
413,a_doctor,0,1
414,a_doctor,0,1
415,a_doctor,0,1
416,a_doctor,0,1
417,a_doctor,0,1
418,a_doctor,0,1
419,a_doctor,0,1
420,a_doctor,0,1
421,a_doctor,0,1
422,a_doctor,0,1
423,a_doctor,0,1
424,a_doctor,0,1
425,a_doctor,0,1
426,a_doctor,0,1
427,a_doctor,0,1
428,a_doctor,0,1
429,a_doctor,0,1
430,a_doctor,0,1
431,a_doctor,0,1
432,a_doctor,0,1
433,a_doctor,0,1
434,a_doctor,0,1
435,a_doctor,0,1
436,a_doctor,0,1
437,a_doctor,0,1
438,a_doctor,0,1
439,a_doctor,0,1
440,a_doctor,0,1
441,a_doctor,0,1
442,a_doctor,0,1
443,a_doctor,0,0
444,a_doctor,0,0
445,a_doctor,0,0
446,a_doctor,0,0
447,a_doctor,0,0
448,a_doctor,0,0
449,a_doctor,0,0
450,a_doctor,0,0
451,a_doctor,0,0
452,a_doctor,0,0
453,a_doctor,0,0
454,a_doctor,0,0
455,a_doctor,0,0
456,a_doctor,0,0
457,a_doctor,0,0
458,a_doctor,0,0
459,a_doctor,0,0
460,a_doctor,0,0
461,a_doctor,0,0
462,a_doctor,0,0
463,a_doctor,0,0
464,a_doctor,0,0
465,a_doctor,0,0
466,a_doctor,0,0
467,a_doctor,0,0
468,a_doctor,0,0
469,a_doctor,0,0
470,a_doctor,0,0
471,a_doctor,0,0
472,a_doctor,0,0
473,a_doctor,0,0
474,a_doctor,0,0
475,a_doctor,0,0
476,a_doctor,0,0
477,a_doctor,0,0
478,a_doctor,0,0
479,a_doctor,0,0
